download_count,project
1582264,"html5tagger"
1579784,"dash-ag-grid"
1579641,"alibabacloud-credentials-api"
1579292,"tonyg-rfc3339"
1578752,"mimesis"
1578733,"mypy-boto3-autoscaling"
1576732,"truefoundry-sdk"
1576114,"analytics-python"
1575054,"textdistance"
1574750,"mypy-boto3-emr-serverless"
1573469,"mysql-connector"
1573177,"py-rust-stemmers"
1570050,"types-jmespath"
1569938,"geocoder"
1567539,"opentelemetry-instrumentation-confluent-kafka"
1567302,"mkdocs-git-revision-date-localized-plugin"
1566266,"pylev"
1566107,"luigi"
1564572,"tracerite"
1564367,"pyside6-addons"
1561933,"opentelemetry-instrumentation-groq"
1561927,"sqllineage"
1561921,"mypy-boto3-cloudfront"
1560889,"param"
1560231,"signxml"
1557916,"qwen-vl-utils"
1556552,"keystoneauth1"
1555849,"plac"
1554274,"webdataset"
1554186,"boost-histogram"
1554143,"azure-mgmt-consumption"
1554111,"docling-ibm-models"
1552351,"setuptools-git"
1551319,"azure"
1550230,"aioice"
1549092,"robotframework-seleniumlibrary"
1545083,"plotly-express"
1544617,"azureml-core"
1542111,"ratelim"
1541955,"oletools"
1541463,"pywinauto"
1541077,"hyperpyyaml"
1540853,"pytest-watcher"
1539148,"vtk"
1538609,"inscriptis"
1537464,"mypy-boto3-bedrock-agent-runtime"
1535007,"pathlib-mate"
1534943,"python-baseconv"
1533630,"opentelemetry-instrumentation-falcon"
1533155,"click-help-colors"
1532498,"cross-web"
1530470,"pcodedmp"
1530443,"redlock-py"
1529711,"versioningit"
1527857,"litellm-proxy-extras"
1526670,"pytest-testmon"
1523765,"einx"
1522702,"django-picklefield"
1522294,"z3-solver"
1521932,"python-pam"
1521927,"browserforge"
1521228,"pybase62"
1520256,"openinference-instrumentation-langchain"
1517606,"docxtpl"
1517004,"sphinxcontrib-websupport"
1515951,"bump2version"
1515577,"aiohttp-jinja2"
1514761,"fluent-runtime"
1514423,"docker-image-py"
1514397,"apache-airflow-providers-microsoft-azure"
1514388,"azure-ai-formrecognizer"
1514365,"hologram"
1514316,"pip-hello-world"
1513894,"types-flask-cors"
1513376,"numpy-quaternion"
1510318,"simple-pid"
1509359,"camel-converter"
1509147,"vector-quantize-pytorch"
1508556,"import-deps"
1508287,"rfc3339"
1507493,"mypy-boto3-firehose"
1507112,"pysmi"
1503321,"mypy-boto3-resourcegroupstaggingapi"
1501235,"mypy-boto3-application-autoscaling"
1500995,"pygerduty"
1499567,"flatdict"
1497351,"redisvl"
1496427,"opentelemetry-processor-baggage"
1495405,"bullmq"
1493220,"azure-mgmt-notificationhubs"
1493144,"jaraco-text"
1492789,"pyupgrade"
1490925,"semantic-link-sempy"
1488150,"dict2xml"
1486863,"langchain-huggingface"
1485252,"josepy"
1482876,"nacos-sdk-python"
1482803,"docusign-esign"
1482695,"ddgs"
1482167,"opentelemetry-instrumentation-boto"
1481793,"alembic-postgresql-enum"
1480290,"token-bucket"
1479982,"mypy-boto3-elasticache"
1479397,"lunarcalendar"
1479278,"sqlite-vec"
1476996,"fabric-analytics-notebook-plugin"
1476350,"smartsheet-python-sdk"
1476098,"types-stripe"
1475444,"pandas-market-calendars"
1474560,"azure-multiapi-storage"
1473988,"flake8-comprehensions"
1473939,"loro"
1472770,"textual-speedups"
1472146,"pulpcore"
1471763,"cdp-use"
1471000,"tecton"
1469773,"selenium-wire"
1467373,"reductoai"
1467068,"fabric-analytics-sdk"
1466526,"hist"
1466007,"http-message-signatures"
1465589,"sphinx-tabs"
1464665,"patchright"
1464337,"tensordict"
1462934,"banal"
1462563,"pyfaidx"
1461516,"mypy-boto3-organizations"
1461269,"polling"
1460456,"mypy-boto3-sagemaker-runtime"
1460024,"glfw"
1460023,"azure-loganalytics"
1459974,"mypy-boto3-bedrock-agent"
1458836,"coremltools"
1456349,"openai-whisper"
1456167,"python-lsp-jsonrpc"
1456070,"azure-servicefabric"
1455473,"ddt"
1455332,"voyageai"
1455070,"opentelemetry-instrumentation-pyramid"
1454449,"aws-lambda-builders"
1451863,"databricks-dlt"
1451504,"ydata-profiling"
1451368,"colored"
1451350,"hiddenlayer-sdk"
1450200,"deepgram-sdk"
1449765,"mypy-boto3-connect"
1449479,"mypy-boto3-iot"
1447881,"mypy-boto3-opensearch"
1447619,"mypy-boto3-config"
1447467,"uwsgi"
1445927,"mypy-boto3-efs"
1443708,"databricks-pypi2"
1442591,"azure-mgmt-logic"
1440783,"types-werkzeug"
1440623,"argparse-addons"
1440032,"gitmatch"
1439876,"mypy-boto3-ce"
1439674,"rtfde"
1437287,"apache-airflow-providers-datadog"
1435555,"speechbrain"
1435313,"treelib"
1434755,"svix"
1432485,"pymatgen"
1431800,"stone"
1431205,"xattr"
1430699,"pudb"
1429565,"deep-translator"
1428935,"mypy-boto3-cloudtrail"
1428563,"mypy-boto3-sso"
1428237,"exchangelib"
1428130,"update-checker"
1427632,"mypy-boto3-sesv2"
1427024,"types-greenlet"
1426312,"mypy-boto3-pricing"
1425825,"shyaml"
1425502,"itypes"
1425108,"pytest-memray"
1423326,"wonderwords"
1421992,"dbt-clickhouse"
1420690,"protoc-gen-openapiv2"
1420380,"click-aliases"
1419037,"s3cmd"
1418063,"newrelic-telemetry-sdk"
1417687,"opentelemetry-propagator-jaeger"
1415514,"backports-weakref"
1414739,"mypy-boto3-ram"
1412400,"xlsx2csv"
1412340,"apache-airflow-providers-mongo"
1412267,"mkdocs-section-index"
1410321,"mypy-boto3-acm"
1409814,"elasticsearch-dbapi"
1409351,"mypy-boto3-quicksight"
1407755,"aws-cdk-aws-lambda-python-alpha"
1407115,"python3-xlib"
1406674,"kagglesdk"
1405758,"jinja2-cli"
1405095,"textwrap3"
1404859,"mypy-boto3-transfer"
1404808,"hdbscan"
1404295,"mypy-boto3-s3control"
1403372,"mypy-boto3-apigatewaymanagementapi"
1401461,"azure-mgmt-relay"
1400526,"mypy-boto3-redshift"
1399508,"backports-tempfile"
1398897,"jsonnet"
1397784,"mypy-boto3-guardduty"
1397755,"types-jwcrypto"
1397589,"mypy-boto3-dms"
1394336,"devicecheck"
1390982,"mypy-boto3-identitystore"
1390827,"mypy-boto3-imagebuilder"
1388204,"mockito"
1386223,"polling2"
1384948,"mailchimp-marketing"
1384669,"contextvars"
1384306,"logging-azure-rest"
1383732,"mypy-boto3-bedrock-agentcore-control"
1383679,"pyhpke"
1383274,"djangorestframework-api-key"
1382962,"jsonschema-spec"
1382923,"css-inline"
1382780,"setuptools-golang"
1382552,"nothing"
1382430,"mypy-boto3-service-quotas"
1381748,"mypy-boto3-translate"
1381142,"pydantic-to-typescript"
1381125,"mailgun"
1380777,"opentelemetry-instrumentation-aio-pika"
1380342,"mypy-boto3-ebs"
1379689,"types-maxminddb"
1379306,"browser-use-sdk"
1378774,"nebius"
1378716,"polyleven"
1378539,"mypy-boto3-codedeploy"
1377271,"model-bakery"
1376245,"mypy-boto3-timestream-write"
1375623,"requests-sigv4"
1375151,"dvc-data"
1374905,"django-compressor"
1374269,"drf-nested-routers"
1374186,"mypy-boto3-medialive"
1374165,"m3u8"
1373868,"flake8-import-order"
1372316,"dateutils"
1372159,"pyannote-pipeline"
1371941,"pybtex"
1371407,"coreapi"
1369834,"libtpu"
1368940,"unsloth"
1368808,"tensorflow-datasets"
1368655,"mypy-boto3-s3tables"
1367831,"types-pyserial"
1367577,"apache-airflow-providers-apache-kafka"
1365648,"mypy-boto3-mediaconvert"
1365432,"throttled-py"
1363981,"django-hijack"
1363758,"mypy-boto3-securityhub"
1363500,"mypy-boto3-sso-admin"
1363124,"rembg"
1362505,"mypy-boto3-iot-data"
1361853,"mypy-boto3-backup"
1360413,"fido2"
1359607,"mypy-boto3-sdb"
1358564,"mypy-boto3-datazone"
1358549,"mypy-boto3-appconfig"
1357131,"mypy-boto3-timestream-query"
1356454,"mypy-boto3-elb"
1355815,"mypy-boto3-comprehendmedical"
1355742,"sagemaker-serve"
1355150,"mypy-boto3-transcribe"
1354604,"types-reportlab"
1354014,"asyncclick"
1353326,"mypy-boto3-comprehend"
1353004,"mypy-boto3-es"
1352353,"mypy-boto3-license-manager"
1352059,"mypy-boto3-bedrock-agentcore"
1351851,"mypy-boto3-importexport"
1351628,"oslo-utils"
1351414,"mypy-boto3-appmesh"
1351343,"asteroid-filterbanks"
1350929,"flake8-isort"
1350882,"mypy-boto3-route53resolver"
1350878,"paddleocr"
1350768,"mypy-boto3-fms"
1349613,"columnar"
1349434,"databricks-labs-remorph"
1348883,"mypy-boto3-appconfigdata"
1348821,"mypy-boto3-support"
1348440,"img2pdf"
1348245,"whatthepatch"
1348067,"django-mysql"
1347820,"autocommand"
1347108,"mypy-boto3-workspaces"
1346996,"opentelemetry-instrumentation-mysql"
1346584,"tbb"
1344514,"mypy-boto3-dlm"
1344422,"mypy-boto3-qbusiness"
1344259,"django-ninja"
1344139,"latexcodec"
1343531,"verspec"
1343482,"pypiwin32"
1343354,"mypy-boto3-grafana"
1342914,"mypy-boto3-ivs-realtime"
1342325,"ariadne-codegen"
1342075,"latex2sympy2-extended"
1341195,"mypy-boto3-acm-pca"
1341013,"mypy-boto3-rds-data"
1340664,"scmrepo"
1339340,"setuptools-download"
1339211,"mypy-boto3-ds"
1338643,"mypy-boto3-greengrassv2"
1338557,"torch-audiomentations"
1338395,"mypy-boto3-workmailmessageflow"
1337293,"mypy-boto3-mgh"
1337142,"avalara"
1337007,"mypy-boto3-ssm-incidents"
1336924,"mypy-boto3-codepipeline"
1336409,"ibm-watsonx-ai"
1336345,"mypy-boto3-dynamodbstreams"
1336215,"mypy-boto3-cleanrooms"
1335979,"mypy-boto3-devicefarm"
1335846,"alibabacloud-endpoint-util"
1335662,"mypy-boto3-waf"
1335563,"mypy-boto3-workdocs"
1335404,"mypy-boto3-ec2-instance-connect"
1333798,"isal"
1333781,"mypy-boto3-billingconductor"
1333224,"mypy-boto3-wafv2"
1333175,"mypy-boto3-waf-regional"
1333004,"mypy-boto3-appsync"
1332996,"mypy-boto3-autoscaling-plans"
1332988,"mypy-boto3-cloudsearch"
1332963,"mypy-boto3-mediatailor"
1332919,"jieba"
1332879,"mypy-boto3-chime"
1332674,"scantree"
1331964,"mypy-boto3-amplifybackend"
1331223,"mypy-boto3-fsx"
1331212,"sagemaker-train"
1330872,"mypy-boto3-cognito-sync"
1330562,"mypy-boto3-sagemaker-a2i-runtime"
1330519,"primepy"
1330202,"mypy-boto3-codestar-notifications"
1330130,"mypy-boto3-serverlessrepo"
1330038,"dirhash"
1329918,"mypy-boto3-codeguruprofiler"
1329861,"mypy-boto3-discovery"
1329817,"mypy-boto3-cloudsearchdomain"
1329764,"cmd2"
1329688,"mypy-boto3-account"
1329575,"mypy-boto3-codeguru-reviewer"
1329462,"mypy-boto3-servicecatalog"
1329412,"mypy-boto3-forecast"
1329365,"mypy-boto3-pinpoint"
1329136,"cvss"
1328930,"mypy-boto3-glacier"
1328863,"sagemaker-mlops"
1328829,"mypy-boto3-cloudhsm"
1328336,"mypy-boto3-cloudcontrol"
1328223,"types-gevent"
1328032,"mypy-boto3-datapipeline"
1327602,"mypy-boto3-iotsecuretunneling"
1327367,"hypothesis-jsonschema"
1327046,"validate-email"
1326881,"mypy-boto3-applicationcostprofiler"
1326809,"mypy-boto3-greengrass"
1326786,"azure-mgmt-commerce"
1326742,"mypy-boto3-inspector"
1326716,"mypy-boto3-accessanalyzer"
1326697,"mypy-boto3-docdb"
1326553,"mypy-boto3-migrationhubstrategy"
1326501,"mypy-boto3-health"
1326495,"mypy-boto3-iotthingsgraph"
1326327,"mypy-boto3-wisdom"
1326317,"mypy-boto3-pinpoint-email"
1326278,"django-taggit"
1326068,"opencc-python-reimplemented"
1326058,"mypy-boto3-rekognition"
1325968,"mypy-boto3-dsql"
1325911,"mypy-boto3-iot-jobs-data"
1325855,"mypy-boto3-meteringmarketplace"
1325700,"mypy-boto3-codecommit"
1325646,"mypy-boto3-mediastore-data"
1325594,"mypy-boto3-synthetics"
1325575,"mypy-boto3-voice-id"
1325525,"mypy-boto3-frauddetector"
1325426,"mypy-boto3-iotevents-data"
1325420,"mypy-boto3-lex-runtime"
1325342,"pynput"
1325233,"mypy-boto3-forecastquery"
1325074,"mypy-boto3-machinelearning"
1324869,"colorcet"
1324799,"mypy-boto3-kinesis-video-signaling"
1324764,"mypy-boto3-ssm-contacts"
1324718,"mypy-boto3-migrationhub-config"
1324598,"mypy-boto3-mediapackage-vod"
1324541,"mypy-boto3-devops-guru"
1324500,"mini-swe-agent"
1324272,"mypy-boto3-amplifyuibuilder"
1324195,"mypy-boto3-mturk"
1324033,"mypy-boto3-kinesisanalytics"
1324005,"mypy-boto3-databrew"
1324000,"mypy-boto3-mediastore"
1323880,"mypy-boto3-marketplacecommerceanalytics"
1323827,"mypy-boto3-appfabric"
1323744,"mypy-boto3-kinesis-video-media"
1323667,"mypy-boto3-personalize-events"
1323628,"mypy-boto3-lex-models"
1323362,"mypy-boto3-servicecatalog-appregistry"
1323259,"mypy-boto3-tnb"
1323158,"mypy-boto3-swf"
1323072,"azure-mgmt"
1323036,"mypy-boto3-kendra"
1322891,"backports-functools-lru-cache"
1322801,"fast-langdetect"
1322801,"torch-pitch-shift"
1322794,"mypy-boto3-mediapackage"
1322550,"mypy-boto3-location"
1322548,"mypy-boto3-sagemaker-edge"
1322526,"mypy-boto3-vpc-lattice"
1322377,"mypy-boto3-application-insights"
1322365,"markdown-graphviz-inline"
1322283,"mypy-boto3-chime-sdk-identity"
1322196,"tentaclio"
1321936,"mypy-boto3-s3outposts"
1321858,"mypy-boto3-iotanalytics"
1321565,"mypy-boto3-support-app"
1321044,"mypy-boto3-connectcases"
1320918,"autoevals"
1320684,"anybadge"
1320631,"mypy-boto3-lexv2-runtime"
1320593,"mypy-boto3-apigatewayv2"
1320525,"mypy-boto3-shield"
1320504,"mypy-boto3-backup-gateway"
1320338,"mypy-boto3-payment-cryptography"
1320137,"mypy-boto3-finspace-data"
1319933,"mypy-boto3-bedrock-data-automation"
1319841,"mypy-boto3-cloudtrail-data"
1319371,"mypy-boto3-codecatalyst"
1319071,"mypy-boto3-clouddirectory"
1318978,"mypy-boto3-snow-device-management"
1318387,"mypy-boto3-wellarchitected"
1318269,"mypy-boto3-deadline"
1318016,"mypy-boto3-storagegateway"
1317937,"mypy-boto3-elasticbeanstalk"
1317817,"pymatting"
1317590,"mypy-boto3-cloud9"
1317113,"azure-mgmt-powerbiembedded"
1316808,"mypy-boto3-kafka"
1316748,"mypy-boto3-appintegrations"
1316697,"mypy-boto3-cur"
1316511,"mypy-boto3-simspaceweaver"
1316293,"mypy-boto3-route53-recovery-cluster"
1316259,"gherkin-official"
1316158,"mypy-boto3-marketplace-catalog"
1315806,"mypy-boto3-braket"
1315523,"mypy-boto3-docdb-elastic"
1315470,"mypy-boto3-mgn"
1315374,"mypy-boto3-codestar-connections"
1315328,"mypy-boto3-dax"
1315299,"mypy-boto3-proton"
1315171,"mypy-boto3-sagemaker-metrics"
1315122,"mypy-boto3-gamelift"
1315070,"mypy-boto3-route53-recovery-readiness"
1314857,"mypy-boto3-iottwinmaker"
1314701,"mypy-boto3-workspaces-web"
1314267,"mypy-boto3-mediapackagev2"
1314096,"mypy-boto3-kinesisvideo"
1314093,"mypy-boto3-license-manager-linux-subscriptions"
1314089,"mypy-boto3-savingsplans"
1313911,"mypy-boto3-kendra-ranking"
1313753,"azure-mgmt-scheduler"
1313648,"mypy-boto3-panorama"
1313582,"dataset"
1313263,"mypy-boto3-neptunedata"
1313255,"mypy-boto3-sagemaker-geospatial"
1313157,"mypy-boto3-evidently"
1313141,"mypy-boto3-migration-hub-refactor-spaces"
1312777,"types-babel"
1312770,"mypy-boto3-appstream"
1312640,"ansiwrap"
1312251,"mypy-boto3-servicediscovery"
1312079,"mypy-boto3-pinpoint-sms-voice"
1311936,"mypy-boto3-iotevents"
1311689,"mypy-boto3-migrationhuborchestrator"
1311682,"mypy-boto3-directconnect"
1311621,"mypy-boto3-kinesis-video-webrtc-storage"
1311556,"mypy-boto3-sagemaker-featurestore-runtime"
1311317,"mypy-boto3-compute-optimizer"
1311042,"mypy-boto3-connect-contact-lens"
1310518,"mypy-boto3-managedblockchain"
1310503,"mypy-boto3-workmail"
1309961,"mypy-boto3-ecr-public"
1309760,"mypy-boto3-kinesis-video-archived-media"
1309535,"mypy-boto3-neptune"
1309389,"mypy-boto3-marketplace-entitlement"
1309272,"azure-mgmt-hanaonazure"
1308882,"mypy-boto3-chime-sdk-messaging"
1308712,"mypy-boto3-globalaccelerator"
1308643,"mypy-boto3-datasync"
1308179,"mypy-boto3-budgets"
1308119,"alibabacloud-tea-xml"
1308109,"azure-mgmt-machinelearningcompute"
1308107,"mypy-boto3-application-signals"
1308100,"azure-mgmt-managementpartner"
1307989,"mypy-boto3-route53domains"
1307685,"mypy-boto3-chime-sdk-meetings"
1306821,"airportsdata"
1306780,"mypy-boto3-controltower"
1306725,"mypy-boto3-supplychain"
1306646,"mypy-boto3-payment-cryptography-data"
1306584,"gender-guesser"
1305765,"mypy-boto3-resource-groups"
1305522,"mypy-boto3-codeguru-security"
1305325,"mypy-boto3-snowball"
1305160,"mypy-boto3-iotdeviceadvisor"
1304684,"mypy-boto3-connectcampaigns"
1304560,"snapshot-restore-py"
1304390,"codetiming"
1304226,"mypy-boto3-kafkaconnect"
1303750,"mypy-boto3-drs"
1303667,"sparse"
1303345,"mypy-boto3-groundstation"
1303233,"mypy-boto3-verifiedpermissions"
1303170,"streamlit-aggrid"
1302899,"mypy-boto3-amp"
1302592,"mypy-boto3-sso-oidc"
1302366,"mypy-boto3-auditmanager"
1301599,"mypy-boto3-redshift-serverless"
1301581,"application-properties"
1301525,"rapidocr"
1301414,"pyudev"
1301403,"mypy-boto3-resource-explorer-2"
1301399,"mypy-boto3-internetmonitor"
1301278,"mypy-boto3-route53-recovery-control-config"
1300770,"azure-mgmt-devspaces"
1300683,"csv-diff"
1300675,"mypy-boto3-detective"
1299934,"mypy-boto3-rbin"
1299896,"mypy-boto3-apprunner"
1299890,"azure-servicemanagement-legacy"
1299717,"mypy-boto3-pipes"
1299245,"mypy-boto3-opensearchserverless"
1298647,"cloudinary"
1298601,"ida-hcli"
1298520,"mypy-boto3-personalize"
1298462,"math-verify"
1298352,"mypy-boto3-oam"
1298091,"mypy-boto3-personalize-runtime"
1297907,"mypy-boto3-mq"
1297867,"mypy-boto3-aiops"
1297758,"tentaclio-s3"
1297290,"scikit-base"
1297016,"mypy-boto3-kinesisanalyticsv2"
1296867,"mypy-boto3-pcs"
1296230,"mypy-boto3-networkmanager"
1296208,"mypy-boto3-partnercentral-selling"
1295967,"matminer"
1295898,"equinox"
1295764,"semantic-link-labs"
1295457,"mypy-boto3-arc-zonal-shift"
1295195,"mypy-boto3-amplify"
1295134,"langchain-chroma"
1294283,"mypy-boto3-taxsettings"
1294144,"mypy-boto3-ivs"
1294134,"secure"
1293942,"mypy-boto3-b2bi"
1293784,"mypy-boto3-ssm-sap"
1293683,"mypy-boto3-lexv2-models"
1293414,"starlette-exporter"
1293337,"mypy-boto3-gameliftstreams"
1292420,"businesstimedelta"
1292327,"cron-validator"
1292309,"mypy-boto3-emr-containers"
1292108,"mypy-boto3-omics"
1291887,"mypy-boto3-geo-places"
1291773,"mypy-boto3-bedrock-data-automation-runtime"
1291727,"mypy-boto3-finspace"
1291690,"mypy-boto3-chime-sdk-media-pipelines"
1291393,"cmaes"
1291301,"mypy-boto3-rum"
1291199,"mypy-boto3-lookoutequipment"
1291161,"mypy-boto3-mediaconnect"
1291029,"mypy-boto3-cost-optimization-hub"
1290959,"mypy-boto3-mwaa"
1290893,"mypy-boto3-cloudhsmv2"
1290846,"dvc-objects"
1290678,"mypy-boto3-rolesanywhere"
1290312,"mypy-boto3-connectparticipant"
1289459,"pyvers"
1289250,"fastprogress"
1288686,"mypy-boto3-rtbfabric"
1287997,"mypy-boto3-securitylake"
1287861,"mypy-boto3-odb"
1287817,"mypy-boto3-customer-profiles"
1287765,"mypy-boto3-license-manager-user-subscriptions"
1287473,"mypy-boto3-managedblockchain-query"
1287351,"os-service-types"
1286732,"azure-applicationinsights"
1286684,"mypy-boto3-ivschat"
1286598,"mypy-boto3-qconnect"
1286407,"mypy-boto3-m2"
1286196,"types-boto3-full"
1286113,"openapi-python-client"
1286026,"marshmallow-jsonschema"
1285384,"aws-kinesis-agg"
1285379,"grpcio-testing"
1285303,"mypy-boto3-pi"
1284997,"mypy-boto3-lightsail"
1284821,"mypy-boto3-invoicing"
1284741,"dagster-docker"
1284203,"mypy-boto3-pinpoint-sms-voice-v2"
1284039,"mypy-boto3-macie2"
1283930,"mypy-boto3-workspaces-thin-client"
1283799,"mypy-boto3-mailmanager"
1283791,"mypy-boto3-security-ir"
1283781,"awkward"
1283246,"spinners"
1282597,"mypy-boto3-iotsitewise"
1282554,"mypy-boto3-keyspaces"
1282543,"psygnal"
1282453,"mypy-boto3-iotwireless"
1281740,"mypy-boto3-network-firewall"
1281652,"mypy-boto3-healthlake"
1281472,"mypy-boto3-observabilityadmin"
1281299,"mypy-boto3-timestream-influxdb"
1281266,"jsonmerge"
1281073,"mypy-boto3-inspector2"
1280740,"pytest-lazy-fixture"
1280445,"mypy-boto3-artifact"
1280093,"mypy-boto3-chatbot"
1280063,"mypy-boto3-cleanroomsml"
1279595,"mypy-boto3-medical-imaging"
1279526,"mypy-boto3-codeconnections"
1277871,"mypy-boto3-iot-managed-integrations"
1277800,"yt-dlp-ejs"
1277497,"types-defusedxml"
1276884,"sklearn-compat"
1276747,"mypy-boto3-polly"
1276743,"mypy-boto3-controlcatalog"
1276328,"opentelemetry-resourcedetector-kubernetes"
1276022,"tach"
1275798,"path"
1275546,"mypy-boto3-entityresolution"
1275306,"clize"
1274927,"od"
1274187,"mypy-boto3-workspaces-instances"
1273728,"mypy-boto3-resiliencehub"
1273637,"mypy-boto3-inspector-scan"
1273567,"langchain-tests"
1273301,"mypy-boto3-iotfleetwise"
1273182,"certvalidator"
1273114,"mypy-boto3-s3vectors"
1272895,"mypy-boto3-geo-maps"
1272796,"mypy-boto3-osis"
1272542,"mypy-boto3-outposts"
1272019,"lm-eval"
1271445,"lsprotocol"
1271428,"breathe"
1271292,"mypy-boto3-bcm-data-exports"
1271079,"mypy-boto3-marketplace-deployment"
1270835,"mypy-boto3-arc-region-switch"
1270209,"mypy-boto3-bcm-recommended-actions"
1270175,"mypy-boto3-notifications"
1269853,"mypy-boto3-trustedadvisor"
1269712,"mypy-boto3-marketplace-reporting"
1269428,"phono3py"
1269399,"svgwrite"
1269394,"pyvmomi"
1268219,"log-symbols"
1268149,"pyspark-hnsw"
1267734,"mypy-boto3-chime-sdk-voice"
1267107,"mypy-boto3-geo-routes"
1266459,"mypy-boto3-fis"
1265903,"textparser"
1264648,"mypy-boto3-evs"
1264603,"mypy-boto3-bcm-pricing-calculator"
1264542,"mypy-boto3-cloudfront-keyvaluestore"
1264386,"mypy-boto3-backupsearch"
1263870,"mypy-boto3-memorydb"
1263621,"roman"
1263162,"growthbook"
1262557,"mypy-boto3-ssm-quicksetup"
1262556,"mypy-boto3-billing"
1262488,"pytest-flask"
1262219,"mypy-boto3-keyspacesstreams"
1262172,"mypy-boto3-freetier"
1262097,"mypy-boto3-socialmessaging"
1261990,"mypy-boto3-marketplace-agreement"
1260952,"mypy-boto3-neptune-graph"
1260784,"envs"
1260672,"mypy-boto3-connectcampaignsv2"
1260648,"mypy-boto3-eks-auth"
1259053,"mypy-boto3-repostspace"
1258991,"mypy-boto3-pca-connector-ad"
1258738,"mypy-boto3-route53profiles"
1258398,"mypy-boto3-networkmonitor"
1258346,"mypy-boto3-launch-wizard"
1258137,"mypy-boto3-ds-data"
1257806,"mypy-boto3-bcm-dashboards"
1257742,"mypy-boto3-nova-act"
1257361,"mypy-boto3-partnercentral-account"
1257329,"mypy-boto3-mwaa-serverless"
1257042,"pymarkdownlnt"
1256844,"lazy-imports"
1256346,"mypy-boto3-pca-connector-scep"
1255817,"mypy-boto3-ssm-guiconnect"
1254938,"mypy-boto3-wickr"
1254687,"mypy-boto3-notificationscontacts"
1254625,"mypy-boto3-qapps"
1254151,"mypy-boto3-networkflowmonitor"
1253156,"skl2onnx"
1252917,"julius"
1251355,"flake8-noqa"
1250089,"google-search-results"
1249950,"awacs"
1249557,"mypy-boto3-signin"
1249469,"pyxdg"
1249241,"apache-airflow-providers-jdbc"
1248135,"mypy-boto3-mpa"
1247818,"mypy-boto3-compute-optimizer-automation"
1246747,"x-transformers"
1246534,"docker-compose"
1246517,"tableauhyperapi"
1245565,"python-barcode"
1245365,"types-passlib"
1245179,"jsf"
1244377,"flupy"
1244030,"mitmproxy-linux"
1243959,"mypy-boto3-partnercentral-benefits"
1243844,"mypy-boto3-partnercentral-channel"
1243240,"mypy-boto3-route53globalresolver"
1242568,"aws-lambda-typing"
1242034,"requests-auth-aws-sigv4"
1241707,"django-two-factor-auth"
1240651,"dvc-render"
1238784,"pkce"
1238024,"coveralls"
1237629,"pretty-html-table"
1235926,"opentelemetry-instrumentation-pymemcache"
1235925,"mpi4py"
1235575,"prefect-dbt"
1234710,"django-reversion"
1234003,"dvc-studio-client"
1233853,"locust-plugins"
1233088,"sqlalchemy-trino"
1232986,"vercel-runtime"
1231776,"oci-cli"
1231576,"lunardate"
1231264,"livekit-plugins-openai"
1231090,"prefect-azure"
1227707,"apify-client"
1226852,"pyglet"
1225571,"paddlepaddle"
1225295,"junit2html"
1225260,"opentelemetry-resourcedetector-docker"
1224978,"djangorestframework-dataclasses"
1222386,"adyen"
1222279,"sqltrie"
1221500,"mplcursors"
1221374,"livekit-blingfire"
1220964,"nibabel"
1220691,"open3d"
1219518,"pyngrok"
1219245,"async-stripe"
1219005,"ezdxf"
1218812,"b2luigi"
1218525,"west"
1217465,"openstacksdk"
1216148,"django-vite"
1215678,"http-ece"
1213655,"braintrust-core"
1213197,"pytest-durations"
1213022,"types-unidiff"
1211161,"flask-oidc"
1210513,"openevals"
1210159,"y-py"
1210071,"fcache"
1207254,"dvc-task"
1206448,"opentelemetry-instrumentation-aiopg"
1203140,"kedro-datasets"
1202907,"kconfiglib"
1202212,"dvc-http"
1202161,"dagster-dg-cli"
1200529,"lintrunner"
1199669,"palettable"
1199594,"testtools"
1199492,"camoufox"
1198616,"sagemaker-schema-inference-artifacts"
1198206,"nbsphinx"
1198043,"dropbox-sign"
1197328,"django-ses"
1197275,"pdbpp"
1196664,"django-waffle"
1196620,"pylink-square"
1196547,"propka"
1195584,"cerebras-cloud-sdk"
1195490,"torch-geometric"
1194866,"mistletoe"
1194696,"pyexcel-xlsx"
1194445,"openlit"
1193650,"flask-smorest"
1192125,"deepagents"
1191147,"pystac"
1191100,"pydicom"
1191002,"pycld2"
1189988,"highspy"
1189728,"apify-shared"
1186799,"jsmin"
1186754,"opentelemetry-instrumentation-cassandra"
1186003,"unleashclient"
1184969,"casbin"
1184480,"pdb2pqr"
1184318,"opentelemetry-test-utils"
1184310,"mmcif-pdbx"
1183596,"outlines"
1183486,"evergreen-py"
1182533,"pylint-pydantic"
1182421,"session-info"
1181939,"imagecodecs"
1181627,"miscreant"
1181569,"pytest-docker"
1181265,"flask-marshmallow"
1180072,"gto"
1179168,"flask-debugtoolbar"
1178489,"google-cloud-pipeline-components"
1178302,"types-requests-oauthlib"
1177760,"opentelemetry-instrumentation-remoulade"
1177723,"androguard"
1177256,"cma"
1177039,"zthreading"
1176965,"warcio"
1175209,"clandestined"
1175153,"feast"
1175061,"aaaaaaaaa"
1174026,"dramatiq"
1173613,"alchemlyb"
1173319,"google-cloud-documentai"
1173269,"langchain-fireworks"
1172756,"pycognito"
1172483,"configcat-client"
1172462,"pykakasi"
1171111,"pinecone-client"
1170858,"collections-extended"
